article_id,ApproximateTitle,major_issue,study_type,preregistered,synthesised,other_data,analysis,robust_check,materials,replication,coi,materials_location,materials_access,prereg_location,prereg_access,prereg_aspects,analysis_location,analysis_access,other_data_location,other_data_access,other_data_type,synth_docu,synth_location,synth_access,year,coder1,coder2,isOA
607,Behavior and inhibitory control in children with prenatal exposure to antidepressants and medically untreated depression.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,Agata,No
633,Language Delay in 3-Year-Old Children With ADHD Symptoms.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,Julien,No
649,Neurodevelopmental origins of lifespan changes in brain and cognition.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,Julien,Yes
651,Brief Report: Plasma Concentrations of Perfluorooctane Sulfonamide and Time-to-pregnancy Among Primiparous Women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,Julien,Yes
713,Maternal eating disorder and infant diet. A latent class analysis based on the Norwegian Mother and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,Agata,Yes
728,Maternal alcohol consumption in the Norwegian Mother and Child Cohort Study (MoBa) : research opportunities.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,Julien,Yes
741,Maternal KIR in combination with paternal HLA-C2 regulate human birth weight.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,Agata,Yes
747,Maternal Smoking and DNA Methylation in Newborns: In Utero Effect or Epigenetic Inheritance?,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,Agata,Yes
750,Does paternal mental health in pregnancy predict physically aggressive behavior in children?,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,Julien,Yes
756,"Micronuclei in cord blood lymphocytes and associations with biomarkers of exposure to carcinogens and hormonally active factors, gene polymorphisms, and gene expression: the NewGeneris cohort.",other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,Agata,Yes
790,A biobank of primary teeth within the Norwegian Mother and Child Cohort Study (MoBa) per 2014 : a resource for the future.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Julien,Agata,Yes
794,Adherence of pregnant women to Nordic dietary guidelines in relation to postpartum weight retention: results from the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,Agata,Yes
797,Health behaviors and family characteristics in early childhood influence caries development : a longitudinal study based on data from MoBa.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,Agata,Yes
802,Gestational and Postpartum Weight Change Patterns in Mothers with Eating Disorders.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,Agata,Yes
832,Prospective Study of Maternal Mid-pregnancy 25-hydroxyvitamin D Level and Early Childhood Respiratory Disorders.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Agata,Julien,Yes
866,"Maternal seafood consumption and infant birth weight, length and head circumference in the Norwegian Mother and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,Julien,Yes
890,Exercise during Pregnancy and the Gestational Age Distribution: A Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Julien,Agata,Yes
891,"Birth Weight, Head Circumference, and Prenatal Exposure to Acrylamide from Maternal Diet: The European Prospective Mother-Child Study (NewGeneris).",other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,Agata,Yes
907,Maternal eating disorders and infant temperament: Findings from the norwegian mother and child cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,Julien,Yes
923,High validity of mother-reported use of antiasthmatics among children: a comparison with a population-based prescription database.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Agata,Julien,Yes
939,Predicting Language Development at Age 18 Months: Data From the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Julien,Agata,No
953,Pelvic girdle pain in pregnancy: the impact of parity.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Agata,Julien,No
956,Unplanned Pregnancy in Women With Anorexia Nervosa.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Agata,Julien,Yes
966,Triptan Exposure During Pregnancy and the Risk of Major Congenital Malformations and Adverse Pregnancy Outcomes: Results From The Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Agata,Julien,No
993,How does weight gain during pregnancy affect risk of urinary incontinence?,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,Julien,No
1000,Mediterranean-type diet and risk of preterm birth among women in the Norwegian Mother and Child Cohort Study (MoBa): a prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Agata,Julien,Yes
1009,Nutrient and food group intakes of women with and without bulimia nervosa and binge eating disorder during pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Julien,Agata,Yes
3,Employment status and bereavement after parental suicide: a population representative cohort study.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,Max,Yes
74,Parental fecundability and neurodevelopmental delays and difficulties in offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Tamara,Max,Yes
96,Titers of antibodies the receptor-binding domain (RBD) of ancestral SARS-CoV-2 are predictive for levels of neutralizing antibodies to multiple variants.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,Tamara,Yes
97,Cohort Profile: COVIDMENT: COVID-19 cohorts on mental health across six nations.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,Tamara,Yes
129,The role of ECEC teachers for the long-term social and academic adjustment of children with early externalizing difficulties: a prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,Tamara,Yes
139,Wavelet Screening: a novel approach to analyzing GWAS data.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,Tamara,Yes
144,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA.",yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,Tamara,Yes
158,Developmental milestones in early childhood and genetic liability to neurodevelopmental disorders.,no issues,Secondary analysis of MoBa data,No,No,no,freely available,no,no,no,statement says yes,NA,NA,NA,NA,NA,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,NA,NA,NA,NA,NA,NA,2023,Max,Tamara,Yes
177,Relationships between apparent cortical thickness and working memory across the lifespan - Effects of genetics and socioeconomic status.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,Tamara,Yes
187,"Socioeconomic inequalities in children’s weight, height and BMI trajectories in Norway.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,Max,Yes
189,"Maternal Dietary Selenium Intake during Pregnancy and Neonatal Outcomes in the Norwegian Mother, Father, and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,Tamara,Yes
214,Prenatal analgesic opioid exposure and risk of ADHD in childhood.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,Tamara,Yes
225,Attention-deficit/hyperactivity disorder and smoking habits in pregnant women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,Tamara,Yes
236,"The Associations Between Pre- and Postnatal Maternal Symptoms of Distress and Preschooler's Symptoms of ADHD, Oppositional Defiant Disorder, Conduct Disorder, and Anxiety.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Tamara,Max,Yes
261,A Common Family Factor Underlying Language Difficulties and Internalizing Problems: Findings From a Population-Based Sibling Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Max,Tamara,Yes
268,Maternal and paternal effects on offspring internalizing problems: Results from genetic and family-based analyses.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Tamara,Max,Yes
280,Association between DNA methylation and ADHD symptoms from birth to school age: a prospective meta-analysis.,no issues,Secondary analysis of MoBa data,No,No,yes,no,no,freely available,no,statement says no,Supplementary materials hosted by the journal,Yes,NA,NA,NA,NA,NA,Supplementary materials hosted by the journal,Yes,summary statistics,NA,NA,NA,2020,Tamara,Max,Yes
297,Maternal Microchimerism in Cord Blood and Risk of Celiac Disease in Childhood.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,Max,Yes
305,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.,no issues,Secondary analysis of MoBa data,No,No,yes,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,Available from a third party,Yes,summary statistics,NA,NA,NA,2020,Max,Tamara,Yes
317,Association between maternal folic acid supplementation and congenital heart defects in offspring in birth cohorts from denmark and norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,Max,Yes
352,Assessing Children’s Responses to Interparental Conflict: Validation and Short Scale Development of SIS and CPIC-Properties Scales.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Tamara,Max,No
357,Maternal probiotic milk intake during pregnancy and breastfeeding complications in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Tamara,Max,Yes
396,Diagnosing autism spectrum disorder among children in Norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Max,Tamara,Yes
413,Diagnosis of hyperkinetic disorder among children in norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,Max,Yes
425,Nausea and vomiting in pregnancy - association with pelvic girdle pain during pregnancy and 4-6 months post-partum.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,Max,Yes
434,Influence of weight concerns on breastfeeding: Evidence from the Norwegian mother and child cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,Tamara,Yes
449,Maternal and Paternal Height and the Risk of Preeclampsia.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,Tamara,Yes
488,The corpus callosum as anatomical marker of intelligence? A critical examination in a large-scale developmental study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,Tamara,Yes
505,Maternal iodine intake and offspring attention-deficit/hyperactivity disorder: Results from a large prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Tamara,Max,Yes
511,Maternal intake of seafood and supplementary long chain n-3 poly-unsaturated fatty acids and preterm delivery.[Erratum appears in BMC Pregnancy Childbirth. 2017 Feb 10;17 (1):61; PMID: 28187761].,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Tamara,Max,Yes
534,Pregnancy exposure to air pollution and early childhood respiratory health in the Norwegian Mother and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,authors point to third party,no,no statement,Upon request from the authors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,Tamara,Yes
546,Løbende nationale reproduktionsregistre og ad hoc data.,not in English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,Max,Yes
567,Road traffic noise and children's inattention.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,Tamara,Yes
614,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,Max,Yes
622,A Genome-Wide Association Meta-Analysis of Attention-Deficit/Hyperactivity Disorder Symptoms in Population-Based Pediatric Cohorts.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,Tamara,Yes
623,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,Max,Yes
666,Prenatal triptan exposure and parent‐reported early childhood neurodevelopmental outcomes: an application of propensity score calibration to adjust for unmeasured confounding by migraine severity.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,Max,Yes
671,Effect of maternal gestational weight gain on offspring DNA methylation: a follow-up to the ALSPAC cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Tamara,Max,Yes
708,Later Emotional and Behavioral Problems Associated With Sleep Problems in Toddlers A Longitudinal Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Tamara,Max,No
724,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,Max,Yes
732,Maternal dietary patterns and preterm delivery: results from large prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Max,Tamara,Yes
740,"Loneliness, Social Integration and Consumption of Sugar-Containing Beverages: Testing the Social Baseline Theory.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,Max,Yes
774,The Norwegian Mother and Child Cohort Study (MoBa) : MoBa recruitment and logistics.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Max,Tamara,Yes
792,The effect of dietary estimates calculated using food frequency questionnaires on micronuclei formation in European pregnant women: a NewGeneris study.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,Max,Yes
803,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,Max,Yes
823,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,Max,Yes
